epoch,dice_hard,loss,val_dice_hard,val_loss
0,0.538574613579498,0.3431419736146927,0.7241934547821681,0.5422169317801794
1,0.8936820002645254,0.2517196545749903,0.7316729923089346,0.6681701203187307
2,0.9250378639996052,0.21805698629468678,0.5710623900095622,1.227323043346405
3,0.9359762984514236,0.1969161931797862,0.7232430338859558,0.7242107321818669
4,0.9386651375889778,0.18168882854282856,0.5868197898070018,1.0709779818852743
5,0.941128623187542,0.16789026621729136,0.5555641829967499,1.7978188196818035
