epoch,dice_hard,loss,val_dice_hard,val_loss
0,0.15952011400263147,0.37165100667625667,0.7728118817011516,0.29328874746958417
1,0.8311916391924024,0.2172249909117818,0.7987464348475138,0.4257856865723928
2,0.910626333206892,0.1773457483574748,0.5677013138930003,0.9076143821080526
3,0.9281702901422978,0.15644533030688762,0.6117426017920177,0.6575060864289601
