epoch,dice_hard,loss,val_dice_hard,val_loss
0,0.3658592938415026,0.43948500841856003,0.7950584431489308,0.3907526860634486
1,0.8805907326936722,0.26814908139407634,0.810978897412618,0.44637250701586406
2,0.9409206669032574,0.21527053508907557,0.7538729886213938,0.7017361879348755
3,0.9523285956680775,0.19606066189706325,0.8181922733783722,0.40939557254314424
