epoch,loss,out_recon_loss,out_seg_dice_hard,out_seg_loss,val_loss,val_out_recon_loss,val_out_seg_dice_hard,val_out_seg_loss
0,0.3310903912782669,0.05864030083175749,0.003549794872718674,0.27245009031146766,0.25029017925262453,0.02317438560227553,1.8460108719420275e-10,0.22711579402287801
1,0.2703473708033562,0.02567919409368187,1.763751589570206e-10,0.24466817680746317,0.22919002324342727,0.01680679783845941,1.8401522435447978e-10,0.21238322506348292
2,0.26838930483907464,0.024995447515975683,1.7432197657596405e-10,0.24339385773986577,0.23722834785779318,0.016926429172356924,1.7621504533327225e-10,0.220301919678847
3,0.2697648021578789,0.025178745109587907,1.726544824991183e-10,0.2445860568434,0.2317274476091067,0.019086035589377087,1.8277720471397234e-10,0.21264141350984572
4,0.26266369722783567,0.02516626653028652,1.7819175865754766e-10,0.23749743074178695,0.2112662027279536,0.01781406964485844,1.80874306504597e-10,0.19345213274161022
5,0.21938973277807236,0.02468407169915736,1.7903085966844423e-10,0.19470566108822823,0.16133133918046952,0.017090245864043632,1.8011035001393633e-10,0.14424109309911728
6,0.18581762809306382,0.025575966073665767,0.23817706183432247,0.16024166192859413,0.14378996044397355,0.017798052976528804,0.5762433797121048,0.12599190672238667
7,0.17570434331893922,0.02530147758545354,0.6491253019124269,0.15040286555886268,0.13156997586290042,0.017072769751151403,0.6756226738293966,0.11449720486998557
8,0.17536996835842728,0.026098401902709158,0.6898760928958655,0.1492715664766729,0.13002408718069394,0.01873739032695691,0.721514892578125,0.11128669629494349
9,0.16699631238356233,0.025440820059739053,0.7018623153120279,0.1415554923377931,0.12449025784929593,0.018313570693135262,0.7809583604335785,0.10617668628692627
