epoch,loss,out_recon_loss,out_seg_dice_hard,out_seg_loss,val_loss,val_out_recon_loss,val_out_seg_dice_hard,val_out_seg_loss
0,0.3405281388014555,0.07535120598599315,1.446239387363615e-05,0.2651769323796034,0.2150210963487625,0.0195623990111053,1.9624497019088415e-10,0.19545870146155359
1,0.17160136357694863,0.02513659746479243,0.5512238598905506,0.14646476586163043,0.09226328240334988,0.01277881445735693,0.7898182029724121,0.07948446774482727
2,0.13037824726104735,0.024971927805803717,0.7954333377480507,0.10540631972625851,0.08270437934994698,0.012586994260549546,0.751296993970871,0.07011738488078118
3,0.11757964198663831,0.02491961843892932,0.8181486510634423,0.0926600235812366,0.06836443292349577,0.012594364864751696,0.8565152580738068,0.055770067349076274
4,0.10548635302856564,0.024313140489161014,0.8408656997978687,0.08117321263998747,0.06273888446390628,0.012243109058588744,0.8855693356990815,0.05049577526748181
5,0.10019170456752181,0.024263590021058917,0.8519812477827072,0.07592811473086476,0.05994477740675211,0.012076142452657222,0.8939265447854996,0.047868635013699534
6,0.09790819611400366,0.02440919947531074,0.8572640238404274,0.07349899671413004,0.057516206376254556,0.012357772067189217,0.9052298953533172,0.04515843471884728
7,0.09415201036632061,0.02432243104185909,0.8658492144048214,0.06982957944087684,0.056794092334806916,0.01249360659532249,0.8801136800050735,0.04430048619955778
8,0.0883159855119884,0.024003534466959537,0.8796486067473889,0.06431245120428503,0.052530728735029696,0.012507811106741429,0.8914120826721191,0.04002291785180569
9,0.0822540744394064,0.023846401426009835,0.8927768142819404,0.05840767301246524,0.051254896864295005,0.013062029102817178,0.9014277143478393,0.03819286810606718
